,id,frame_num,box_height,box_width,box_xc_pixels,box_yc_pixels,box_xc_cm,box_yc_cm,Gender,Age
1903,1,298,49,17,128,43,138,2410,Female,26-40
1904,2,298,43,12,92,44,33,2576,Female,41-60
1905,3,298,45,17,79,43,2,2540,Female,41-60
1906,4,298,6,21,321,281,273,-304,Female,60+
1907,12,298,41,14,113,34,108,3041,Male,60+
1908,13,298,44,15,126,33,148,2959,Male,60+
1909,0,299,48,21,100,46,64,2343,Female,19-25
1910,1,299,49,17,128,43,138,2410,Male,60+
1911,2,299,43,12,92,44,33,2576,Female,41-60
1912,3,299,45,17,79,43,2,2540,Female,0-18
1913,4,299,5,19,322,281,273,-298,Male,19-25
1914,12,299,41,15,112,34,106,3041,Female,0-18
1915,13,299,44,15,126,33,148,2959,Male,60+
1916,0,300,48,22,100,46,65,2343,Female,41-60
1917,1,300,50,17,128,44,135,2345,Female,60+
1918,2,300,43,12,92,44,33,2576,Female,0-18
1919,3,300,45,17,79,43,2,2540,Male,19-25
1920,4,300,4,16,327,282,278,-298,Female,26-40
1921,12,300,41,15,112,34,106,3041,Male,41-60
1922,13,300,44,15,126,33,148,2959,Female,19-25
1923,0,301,48,22,100,46,65,2343,Male,26-40
1924,1,301,50,17,128,44,135,2345,Male,60+
1925,2,301,43,12,92,44,33,2576,Male,60+
1926,3,301,45,17,79,43,2,2540,Female,60+
1927,4,301,4,15,327,282,277,-298,Female,60+
1928,12,301,41,15,112,34,106,3041,Female,60+
1929,13,301,44,15,125,33,144,2959,Female,41-60
1930,0,302,48,21,99,46,61,2343,Male,60+
1931,1,302,50,18,128,44,137,2345,Male,41-60
1932,2,302,43,12,92,44,33,2576,Male,60+
1933,3,302,45,17,79,43,2,2540,Male,0-18
1934,4,302,4,14,330,282,280,-298,Male,41-60
1935,12,302,41,15,112,34,106,3041,Female,41-60
1936,13,302,44,15,125,33,144,2959,Female,19-25
1937,0,303,48,22,99,46,63,2343,Female,26-40
1938,1,303,50,18,128,44,137,2345,Female,60+
1939,2,303,43,12,92,44,33,2576,Male,26-40
1940,3,303,45,17,79,43,2,2540,Male,0-18
1941,4,303,3,14,333,282,284,-292,Male,60+
1942,12,303,41,15,112,34,106,3041,Female,0-18
1943,13,303,44,15,125,33,144,2959,Female,26-40
1944,0,304,49,22,98,46,59,2311,Female,60+
1945,1,304,50,18,128,44,137,2345,Female,41-60
1946,2,304,43,12,92,44,33,2576,Female,26-40
1947,3,304,45,16,80,43,4,2540,Male,0-18
1948,4,304,3,15,336,282,289,-292,Male,41-60
1949,12,304,41,15,111,34,103,3040,Female,0-18
1950,13,304,43,15,124,32,144,3042,Female,0-18
1951,0,305,49,22,98,46,59,2311,Female,19-25
1952,1,305,50,18,128,44,137,2345,Female,26-40
1953,2,305,43,12,92,44,33,2576,Female,26-40
1954,3,305,45,16,80,43,4,2540,Male,0-18
1955,4,305,3,15,336,282,289,-292,Male,60+
1956,12,305,41,15,111,34,103,3040,Female,60+
1957,13,305,43,15,124,32,144,3042,Male,19-25
1958,0,306,48,21,97,47,55,2311,Male,19-25
1959,1,306,50,18,128,44,137,2345,Female,26-40
1960,2,306,43,12,92,44,33,2576,Male,19-25
1961,3,306,45,16,80,43,4,2540,Female,26-40
1962,4,306,3,15,342,282,296,-292,Female,60+
1963,12,306,41,15,111,34,103,3040,Female,19-25
1964,13,306,43,15,124,32,144,3042,Female,19-25
1965,0,307,48,20,97,47,54,2311,Male,0-18
1966,1,307,50,18,128,44,137,2345,Female,26-40
1967,2,307,43,12,92,44,33,2576,Male,0-18
1968,3,307,45,16,80,43,4,2540,Male,41-60
1969,4,307,2,12,345,283,298,-293,Female,19-25
1970,12,307,40,16,111,35,105,3041,Female,60+
1971,13,307,43,15,124,32,144,3042,Male,0-18
1972,0,308,48,20,97,47,54,2311,Female,0-18
1973,1,308,49,17,127,44,134,2377,Male,26-40
1974,2,308,43,12,92,44,33,2576,Male,41-60
1975,3,308,45,15,79,43,0,2540,Female,26-40
1976,12,308,40,16,111,35,105,3041,Female,41-60
1977,13,308,43,15,124,32,144,3042,Male,26-40
1978,0,309,48,19,96,47,50,2311,Male,19-25
1979,1,309,49,17,127,44,134,2377,Female,60+
1980,2,309,43,12,92,44,33,2576,Female,26-40
1981,3,309,45,15,79,43,0,2540,Female,0-18
1982,12,309,40,16,110,35,101,3040,Male,26-40
1983,13,309,43,15,124,32,144,3042,Female,19-25
1984,0,310,48,19,96,47,50,2311,Male,41-60
1985,1,310,49,17,127,45,132,2345,Male,0-18
1986,2,310,43,14,93,44,39,2576,Female,60+
1987,3,310,45,15,79,43,0,2540,Female,0-18
1988,12,310,40,16,110,35,101,3040,Male,19-25
1989,13,310,44,15,124,32,143,3000,Female,26-40
1990,0,311,48,19,96,47,50,2311,Female,0-18
1991,1,311,49,17,127,45,132,2345,Male,26-40
1992,2,311,43,14,93,44,39,2576,Female,41-60
1993,3,311,45,15,79,43,0,2540,Male,0-18
1994,12,311,41,17,109,34,100,3040,Male,26-40
1995,13,311,44,15,124,32,143,3000,Female,26-40
1996,0,312,48,19,96,47,50,2311,Female,26-40
1997,1,312,49,17,127,45,132,2345,Female,26-40
1998,2,312,43,14,93,44,39,2576,Male,60+
1999,3,312,45,14,79,43,-1,2540,Female,19-25
2000,12,312,41,17,109,34,100,3040,Female,26-40
2001,13,312,44,15,124,32,143,3000,Female,41-60
2002,0,313,48,19,96,47,50,2311,Male,60+
2003,1,313,49,17,127,45,132,2345,Female,0-18
2004,2,313,43,14,93,44,39,2576,Male,0-18
2005,3,313,45,14,79,43,-1,2540,Female,26-40
2006,12,313,42,16,109,34,97,2998,Male,26-40
2007,13,313,44,14,124,32,141,3000,Male,0-18
2008,0,314,48,19,96,47,50,2311,Female,41-60
2009,1,314,50,17,127,46,130,2282,Female,26-40
2010,2,314,43,15,93,44,40,2576,Male,41-60
2011,3,314,45,14,79,43,-1,2540,Female,19-25
2012,12,314,42,16,109,34,97,2998,Male,60+
2013,13,314,44,13,123,32,136,3000,Female,0-18
2014,0,315,48,19,96,47,50,2311,Male,60+
2015,1,315,50,17,127,46,130,2282,Male,60+
2016,2,315,43,15,93,44,40,2576,Female,0-18
2017,3,315,45,14,79,43,-1,2540,Male,26-40
2018,12,315,41,17,108,33,98,3083,Female,60+
2019,13,315,44,12,123,32,135,3000,Male,19-25
2020,0,316,48,19,95,47,47,2311,Female,19-25
2021,1,316,50,18,128,46,134,2282,Male,60+
2022,2,316,43,14,94,44,41,2576,Female,60+
2023,3,316,45,13,78,43,-5,2540,Female,0-18
2024,12,316,41,17,108,33,98,3083,Male,19-25
2025,13,316,44,12,123,32,135,3000,Male,26-40
2026,0,317,49,19,95,47,47,2280,Female,41-60
2027,1,317,50,18,128,46,134,2282,Female,26-40
2028,2,317,43,14,94,44,41,2576,Female,26-40
2029,3,317,45,13,78,43,-5,2540,Female,41-60
2030,12,317,41,17,108,33,98,3083,Male,26-40
2031,13,317,44,12,123,32,135,3000,Male,60+
2032,0,318,49,20,96,47,51,2280,Male,60+
2033,1,318,50,18,128,46,134,2282,Female,26-40
2034,2,318,43,14,94,44,41,2576,Male,19-25
2035,3,318,45,13,78,43,-5,2540,Female,0-18
2036,12,318,41,16,108,33,96,3083,Female,0-18
2037,13,318,44,12,122,32,132,3000,Female,60+
2038,0,319,49,20,96,47,51,2280,Male,60+
2039,1,319,50,18,128,46,134,2282,Female,60+
2040,2,319,43,14,94,44,41,2576,Female,0-18
2041,3,319,45,13,78,43,-5,2540,Male,60+
2042,12,319,41,16,108,33,96,3083,Female,41-60
2043,13,319,44,12,122,32,132,3000,Male,60+
2044,0,320,49,20,96,47,51,2280,Male,41-60
2045,1,320,50,18,128,46,134,2282,Male,26-40
2046,2,320,43,14,94,44,41,2576,Female,0-18
2047,3,320,45,13,78,43,-5,2540,Male,60+
2048,12,320,41,16,108,33,96,3083,Female,19-25
2049,13,320,44,12,122,32,132,3000,Male,0-18
2050,0,321,49,20,96,47,51,2280,Female,0-18
2051,1,321,50,18,128,46,134,2282,Male,26-40
2052,2,321,43,14,94,44,41,2576,Female,26-40
2053,3,321,45,13,78,43,-5,2540,Male,0-18
2054,12,321,41,16,108,33,96,3083,Male,0-18
2055,13,321,44,12,121,32,129,3000,Female,26-40
2056,0,322,50,20,96,48,50,2219,Male,60+
2057,1,322,50,18,128,46,134,2282,Male,0-18
2058,2,322,43,14,94,44,41,2576,Male,41-60
2059,3,322,45,13,78,43,-5,2540,Male,60+
2060,12,322,41,15,107,33,91,3082,Male,0-18
2061,13,322,44,12,121,32,129,3000,Male,0-18
2062,0,323,50,20,96,48,50,2219,Female,19-25
2063,1,323,50,19,127,46,133,2282,Male,26-40
2064,2,323,43,14,94,44,41,2576,Male,26-40
2065,3,323,45,13,78,43,-5,2540,Female,19-25
2066,12,323,41,15,107,33,91,3082,Male,41-60
2067,13,323,44,13,120,32,127,3000,Female,60+
2068,0,324,50,21,95,48,48,2219,Male,26-40
2069,1,324,49,19,127,46,134,2313,Female,60+
2070,2,324,43,14,94,44,41,2576,Female,60+
2071,3,324,45,13,78,43,-5,2540,Female,0-18
2072,12,324,41,14,107,33,90,3082,Female,26-40
2073,13,324,44,13,120,32,127,3000,Male,0-18
2074,0,325,50,21,95,48,48,2219,Female,26-40
2075,1,325,49,19,127,46,134,2313,Male,0-18
2076,2,325,43,14,94,44,41,2576,Female,19-25
2077,3,325,45,13,78,43,-5,2540,Male,0-18
2078,12,325,41,14,107,33,90,3082,Male,41-60
2079,13,325,44,13,120,32,127,3000,Female,41-60
2080,0,326,50,21,95,48,48,2219,Male,41-60
2081,1,326,50,19,127,47,132,2251,Male,41-60
2082,2,326,43,14,94,44,41,2576,Female,0-18
2083,3,326,45,13,78,43,-5,2540,Female,26-40
2084,12,326,41,14,107,33,90,3082,Female,19-25
2085,13,326,44,13,119,32,124,3000,Female,19-25
2086,0,327,50,21,95,48,48,2219,Male,41-60
2087,1,327,50,19,126,47,129,2251,Female,26-40
2088,2,327,43,14,94,44,41,2576,Female,0-18
2089,3,327,45,13,78,43,-5,2540,Male,60+
2090,12,327,41,14,107,33,90,3082,Male,0-18
2091,13,327,44,13,119,32,124,3000,Male,26-40
2092,0,328,50,22,95,48,50,2219,Female,41-60
2093,1,328,50,19,126,47,129,2251,Male,60+
2094,2,328,43,14,94,44,41,2576,Male,41-60
2095,3,328,45,13,78,43,-5,2540,Male,60+
2096,12,328,41,15,106,33,88,3082,Male,41-60
2097,13,328,44,13,119,32,124,3000,Male,41-60
2098,0,329,51,22,95,47,50,2219,Male,19-25
2099,1,329,50,18,126,47,128,2251,Female,26-40
2100,2,329,43,14,94,44,41,2576,Female,26-40
2101,3,329,45,13,78,43,-5,2540,Female,41-60
2102,12,329,41,15,106,33,88,3082,Female,26-40
2103,13,329,44,13,119,32,124,3000,Male,0-18
2104,0,330,51,22,95,47,50,2219,Male,60+
2105,1,330,50,18,126,47,128,2251,Female,19-25
2106,2,330,43,14,94,44,41,2576,Female,41-60
2107,3,330,45,13,78,43,-5,2540,Male,60+
2108,12,330,41,15,106,33,88,3082,Male,19-25
2109,13,330,44,13,119,32,124,3000,Male,19-25
2110,0,331,51,21,93,47,43,2218,Female,0-18
2111,1,331,51,18,126,46,128,2251,Female,41-60
2112,2,331,43,14,94,44,41,2576,Female,0-18
2113,3,331,45,13,78,43,-5,2540,Male,60+
2114,12,331,41,14,106,33,87,3082,Male,0-18
2115,13,331,44,13,118,32,121,2999,Female,0-18
2116,0,332,50,22,93,48,44,2219,Male,60+
2117,1,332,51,18,126,46,128,2251,Female,60+
2118,2,332,43,14,94,44,41,2576,Male,41-60
2119,3,332,45,13,78,43,-5,2540,Female,19-25
2120,12,332,41,14,106,33,87,3082,Female,26-40
2121,13,332,44,13,118,32,121,2999,Male,19-25
2122,0,333,50,22,93,48,44,2219,Female,60+
2123,1,333,51,18,126,46,128,2251,Male,60+
2124,2,333,43,14,94,44,41,2576,Male,26-40
2125,3,333,45,13,78,43,-5,2540,Male,26-40
2126,12,333,41,14,106,33,87,3082,Female,60+
2127,13,333,44,13,118,32,121,2999,Female,19-25
2128,0,334,50,20,91,48,36,2218,Male,19-25
2129,1,334,51,18,126,46,128,2251,Male,26-40
2130,2,334,43,14,94,44,41,2576,Male,41-60
2131,3,334,45,13,78,43,-5,2540,Female,60+
2132,12,334,41,14,106,33,87,3082,Male,41-60
2133,13,334,44,13,118,32,121,2999,Female,26-40
2134,0,335,50,20,91,48,36,2218,Male,19-25
2135,1,335,51,18,126,46,128,2251,Female,26-40
2136,2,335,43,14,94,44,41,2576,Male,41-60
2137,3,335,45,13,78,43,-5,2540,Male,19-25
2138,12,335,41,14,106,33,87,3082,Male,26-40
2139,13,335,44,13,118,32,121,2999,Female,26-40
2140,0,336,49,21,90,48,35,2249,Female,26-40
2141,1,336,51,18,126,46,128,2251,Male,60+
2142,2,336,43,14,94,44,41,2576,Male,41-60
2143,3,336,45,13,78,43,-5,2540,Female,0-18
2144,12,336,41,14,106,33,87,3082,Male,19-25
2145,13,336,44,13,118,32,121,2999,Male,19-25
2146,0,337,49,21,89,48,33,2249,Male,41-60
2147,1,337,51,18,126,46,128,2251,Male,60+
2148,2,337,43,14,94,44,41,2576,Male,19-25
2149,3,337,45,13,78,43,-5,2540,Female,0-18
2150,12,337,40,15,105,33,86,3125,Male,0-18
2151,13,337,43,14,118,31,125,3084,Male,26-40
2152,0,338,49,21,89,48,33,2249,Female,26-40
2153,1,338,52,17,124,47,119,2191,Female,60+
2154,2,338,43,14,94,44,41,2576,Female,26-40
2155,3,338,45,13,78,43,-5,2540,Male,0-18
2156,12,338,40,15,105,33,86,3125,Male,19-25
2157,13,338,43,14,118,31,125,3084,Male,60+
2158,0,339,49,21,89,48,33,2249,Female,0-18
2159,1,339,52,17,124,47,119,2191,Male,19-25
2160,2,339,43,14,94,44,41,2576,Male,0-18
2161,3,339,45,13,78,43,-5,2540,Female,19-25
2162,12,339,40,15,105,33,86,3125,Male,41-60
2163,13,339,43,14,118,31,125,3084,Male,26-40
2164,0,340,50,21,89,49,32,2188,Male,0-18
2165,1,340,51,17,124,47,120,2221,Male,19-25
2166,2,340,43,14,94,44,41,2576,Male,0-18
2167,3,340,45,13,78,43,-5,2540,Female,60+
2168,12,340,40,15,105,33,86,3125,Male,26-40
2169,13,340,43,14,118,31,125,3084,Male,19-25
2170,0,341,50,21,89,49,32,2188,Female,60+
2171,1,341,51,17,124,47,120,2221,Male,19-25
2172,2,341,43,14,94,44,41,2576,Female,41-60
2173,3,341,45,13,78,43,-5,2540,Male,60+
2174,12,341,40,15,105,33,86,3125,Male,60+
2175,13,341,42,15,117,31,124,3127,Female,26-40
2176,0,342,50,20,89,49,31,2188,Male,41-60
2177,1,342,51,17,124,47,120,2221,Male,26-40
2178,2,342,43,14,94,44,41,2576,Female,0-18
2179,3,342,45,13,78,43,-5,2540,Male,26-40
2180,12,342,40,15,105,33,86,3125,Male,26-40
2181,13,342,42,15,117,31,124,3127,Female,19-25
2182,0,343,50,20,89,49,31,2188,Female,60+
2183,1,343,51,17,124,47,120,2221,Female,0-18
2184,2,343,43,14,94,44,41,2576,Male,19-25
2185,3,343,45,13,78,43,-5,2540,Female,19-25
2186,12,343,40,15,105,33,86,3125,Male,19-25
2187,13,343,42,15,117,31,124,3127,Male,41-60
2188,0,344,50,20,89,49,31,2188,Female,41-60
2189,1,344,51,18,124,47,122,2221,Male,41-60
2190,2,344,43,14,94,44,41,2576,Female,0-18
2191,3,344,45,13,78,43,-5,2540,Female,26-40
2192,12,344,40,14,105,33,84,3125,Female,60+
2193,13,344,42,15,117,31,124,3127,Male,0-18
2194,0,345,50,20,89,49,31,2188,Female,60+
2195,1,345,51,18,124,47,122,2221,Male,41-60
2196,2,345,43,14,94,44,41,2576,Female,0-18
2197,3,345,45,13,78,43,-5,2540,Female,19-25
2198,12,345,40,14,105,33,84,3125,Female,26-40
2199,13,345,42,15,117,31,124,3127,Female,41-60
2200,0,346,50,20,89,49,31,2188,Male,26-40
2201,1,346,51,17,123,47,118,2221,Male,60+
2202,2,346,43,14,94,44,41,2576,Male,60+
2203,3,346,45,13,78,43,-5,2540,Female,19-25
2204,12,346,40,14,104,33,81,3125,Female,19-25
2205,13,346,42,15,117,31,124,3127,Male,19-25
2206,0,347,50,20,89,49,31,2188,Male,26-40
2207,1,347,51,17,123,47,118,2221,Male,0-18
2208,2,347,43,14,94,44,41,2576,Female,60+
2209,3,347,45,13,78,43,-5,2540,Female,0-18
2210,12,347,40,14,104,33,81,3125,Female,60+
2211,13,347,41,15,116,30,124,3216,Male,0-18
2212,0,348,49,20,89,49,31,2218,Male,60+
2213,1,348,51,17,123,47,118,2221,Male,41-60
2214,2,348,43,14,94,44,41,2576,Male,26-40
2215,3,348,45,13,78,43,-5,2540,Female,60+
2216,12,348,39,14,103,32,80,3213,Female,19-25
2217,13,348,41,15,116,30,124,3216,Male,60+
2218,0,349,49,20,89,49,31,2218,Female,26-40
2219,1,349,51,17,123,47,118,2221,Female,0-18
2220,2,349,43,14,94,44,41,2576,Male,26-40
2221,3,349,45,13,78,43,-5,2540,Female,0-18
2222,12,349,39,14,103,32,80,3213,Male,0-18
2223,13,349,41,15,116,30,124,3216,Male,60+
2224,0,350,49,21,89,49,32,2218,Female,41-60
2225,1,350,51,17,122,47,115,2220,Female,60+
2226,2,350,43,14,94,44,41,2576,Female,41-60
2227,3,350,45,13,78,43,-5,2540,Male,26-40
2228,12,350,40,14,103,32,79,3169,Female,41-60
2229,13,350,41,15,116,30,124,3216,Male,60+
2230,0,351,49,21,89,49,32,2218,Female,60+
2231,1,351,51,17,122,47,115,2220,Male,26-40
2232,2,351,43,14,94,44,41,2576,Female,60+
2233,3,351,45,13,78,43,-5,2540,Female,0-18
2234,12,351,40,14,103,32,79,3169,Male,60+
2235,13,351,41,15,116,30,124,3216,Female,19-25
2236,0,352,49,21,89,49,32,2218,Male,26-40
2237,1,352,52,20,121,48,114,2161,Male,41-60
2238,2,352,43,14,94,44,41,2576,Female,19-25
2239,3,352,45,13,78,43,-5,2540,Female,60+
2240,12,352,40,14,103,32,79,3169,Female,60+
2241,13,352,41,17,117,30,130,3216,Male,60+
2242,0,353,49,21,89,49,32,2218,Male,41-60
2243,1,353,52,19,120,48,110,2161,Female,19-25
2244,2,353,43,14,94,44,41,2576,Female,41-60
2245,3,353,45,13,78,43,-5,2540,Male,26-40
2246,12,353,40,14,103,32,79,3169,Male,26-40
2247,13,353,41,18,118,30,135,3216,Male,60+
2248,0,354,49,21,88,49,30,2218,Female,41-60
2249,1,354,52,18,120,48,109,2161,Male,19-25
2250,2,354,43,14,94,44,41,2576,Female,41-60
2251,3,354,45,13,78,43,-5,2540,Male,26-40
2252,12,354,40,14,103,32,79,3169,Male,26-40
2253,13,354,41,18,118,30,135,3216,Male,0-18
2254,0,355,50,21,88,50,29,2159,Female,41-60
2255,1,355,52,19,119,48,108,2161,Male,0-18
2256,2,355,43,14,94,44,41,2576,Male,26-40
2257,3,355,45,13,78,43,-5,2540,Female,41-60
2258,12,355,40,14,103,32,79,3169,Female,19-25
2259,13,355,41,18,118,30,135,3216,Male,26-40
2260,0,356,50,21,87,50,26,2159,Male,0-18
2261,1,356,52,18,119,48,106,2161,Female,26-40
2262,2,356,43,14,94,44,41,2576,Male,0-18
2263,3,356,45,13,78,43,-5,2540,Male,0-18
2264,12,356,40,14,103,32,79,3169,Male,19-25
2265,13,356,41,18,118,30,135,3216,Female,19-25
2266,0,357,50,21,87,50,26,2159,Female,60+
2267,1,357,52,18,118,48,104,2161,Male,19-25
2268,2,357,43,14,94,44,41,2576,Female,19-25
2269,3,357,45,13,78,43,-5,2540,Male,26-40
2270,12,357,40,14,103,32,79,3169,Female,41-60
2271,13,357,41,18,118,30,135,3216,Male,60+
2272,0,358,50,20,87,50,25,2159,Male,26-40
2273,1,358,52,18,117,48,101,2161,Male,60+
2274,2,358,43,14,94,44,41,2576,Male,26-40
2275,3,358,45,13,78,43,-5,2540,Male,0-18
2276,12,358,40,14,103,32,79,3169,Female,26-40
2277,13,358,41,18,118,30,135,3216,Female,26-40
2278,0,359,50,18,86,50,20,2158,Male,26-40
2279,1,359,52,17,116,48,97,2160,Male,19-25
2280,2,359,43,14,94,44,41,2576,Female,0-18
2281,3,359,45,13,78,43,-5,2540,Female,41-60
2282,12,359,40,14,103,32,79,3169,Female,41-60
2283,13,359,41,18,118,30,135,3216,Male,41-60
2284,0,360,50,17,85,50,16,2158,Male,0-18
2285,1,360,52,18,116,48,99,2160,Female,41-60
2286,2,360,44,15,95,45,45,2507,Male,26-40
2287,3,360,45,13,78,43,-5,2540,Female,60+
2288,12,360,40,14,103,32,79,3169,Female,60+
2289,13,360,41,18,118,30,135,3216,Male,41-60
2290,0,361,51,19,84,50,16,2129,Male,26-40
2291,1,361,52,18,115,48,96,2160,Female,19-25
2292,2,361,44,15,95,45,45,2507,Female,0-18
2293,3,361,45,13,78,43,-5,2540,Female,60+
2294,12,361,40,14,103,32,79,3169,Female,0-18
2295,13,361,41,18,118,30,135,3216,Male,41-60
2296,0,362,51,17,83,50,10,2129,Female,19-25
2297,1,362,52,18,114,48,93,2160,Female,19-25
2298,2,362,44,15,95,45,45,2507,Female,60+
2299,3,362,45,13,78,43,-5,2540,Female,60+
2300,12,362,40,14,103,32,79,3169,Female,0-18
2301,13,362,41,17,117,30,130,3216,Female,26-40
2302,0,363,51,18,83,50,12,2129,Female,41-60
2303,1,363,53,18,114,48,92,2131,Female,41-60
2304,2,363,44,15,95,45,45,2507,Male,0-18
2305,3,363,45,13,78,43,-5,2540,Male,19-25
2306,12,363,39,14,103,31,81,3259,Male,41-60
2307,13,363,40,16,117,30,130,3261,Female,19-25
2308,0,364,51,18,83,50,12,2129,Male,41-60
2309,1,364,53,18,113,48,90,2131,Male,19-25
2310,2,364,44,15,95,45,45,2507,Female,19-25
2311,3,364,45,13,78,43,-5,2540,Male,19-25
2312,12,364,39,14,103,31,81,3259,Male,41-60
2313,13,364,40,16,116,30,126,3261,Female,26-40
2314,0,365,51,19,82,50,10,2129,Female,41-60
2315,1,365,53,18,113,48,90,2131,Female,26-40
2316,2,365,44,15,95,45,45,2507,Female,60+
2317,3,365,45,13,78,43,-5,2540,Female,0-18
2318,12,365,39,14,103,31,81,3259,Female,41-60
2319,13,365,40,15,115,30,121,3261,Female,19-25
2320,0,366,51,19,82,50,10,2129,Female,19-25
2321,1,366,53,18,112,48,87,2131,Male,19-25
2322,2,366,44,15,95,45,45,2507,Male,19-25
2323,3,366,45,13,78,43,-5,2540,Female,26-40
2324,12,366,39,14,103,31,81,3259,Male,0-18
2325,13,366,40,15,115,30,121,3261,Male,41-60
2326,0,367,51,20,82,50,12,2129,Female,0-18
2327,1,367,53,18,111,48,85,2131,Male,19-25
2328,2,367,44,15,95,45,45,2507,Female,60+
2329,3,367,45,13,78,43,-5,2540,Male,41-60
2330,12,367,39,14,103,31,81,3259,Female,19-25
2331,13,367,40,15,115,30,121,3261,Female,19-25
2332,0,368,51,20,82,50,12,2129,Female,26-40
2333,1,368,53,18,111,48,85,2131,Female,0-18
2334,2,368,44,15,95,45,45,2507,Female,26-40
2335,3,368,45,13,78,43,-5,2540,Female,19-25
2336,12,368,40,14,103,31,80,3213,Female,41-60
2337,13,368,40,15,115,30,121,3261,Female,41-60
2338,0,369,51,18,81,50,6,2129,Male,0-18
2339,1,369,53,17,110,48,81,2131,Male,26-40
2340,2,369,44,15,95,45,45,2507,Male,60+
2341,3,369,45,13,78,43,-5,2540,Female,26-40
2342,12,369,40,14,103,31,80,3213,Male,26-40
2343,13,369,40,14,115,30,120,3261,Male,19-25
2344,0,370,51,18,81,50,6,2129,Male,0-18
2345,1,370,53,17,110,48,81,2131,Female,19-25
2346,2,370,44,15,95,45,45,2507,Male,60+
2347,3,370,45,13,78,43,-5,2540,Male,26-40
2348,12,370,40,14,103,31,80,3213,Female,26-40
2349,13,370,40,14,115,30,120,3261,Male,41-60
2350,0,371,51,16,78,50,-3,2129,Male,26-40
2351,1,371,53,18,109,48,79,2131,Male,60+
2352,2,371,44,15,95,45,45,2507,Male,41-60
2353,3,371,45,13,78,43,-5,2540,Female,26-40
2354,12,371,39,14,103,30,81,3305,Male,0-18
2355,13,371,40,14,115,30,120,3261,Female,0-18
2356,0,372,51,15,76,50,-9,2128,Female,0-18
2357,1,372,53,17,107,48,73,2131,Male,60+
2358,2,372,44,15,95,45,45,2507,Male,0-18
2359,3,372,45,13,78,43,-5,2540,Male,60+
2360,12,372,39,14,103,30,81,3305,Female,0-18
2361,13,372,41,14,115,29,120,3261,Female,0-18
2362,0,373,51,14,75,50,-13,2128,Male,60+
2363,1,373,53,17,106,48,70,2131,Female,19-25
2364,2,373,44,15,95,45,45,2507,Male,60+
2365,3,373,45,13,78,43,-5,2540,Male,26-40
2366,12,373,39,14,103,30,81,3305,Female,60+
2367,13,373,41,14,115,29,120,3261,Female,60+
2368,0,374,51,14,75,50,-13,2128,Male,41-60
2369,1,374,53,17,105,48,68,2130,Female,19-25
2370,2,374,44,16,95,45,46,2507,Female,60+
2371,3,374,45,13,78,43,-5,2540,Female,19-25
2372,12,374,39,14,103,30,81,3305,Male,41-60
2373,13,374,41,14,115,29,120,3261,Female,26-40
2374,0,375,51,14,75,50,-13,2128,Male,0-18
2375,1,375,53,17,105,48,68,2130,Male,19-25
2376,2,375,44,16,95,45,46,2507,Female,41-60
2377,3,375,45,13,78,43,-5,2540,Male,0-18
2378,12,375,39,14,103,30,81,3305,Male,0-18
2379,13,375,41,14,115,29,120,3261,Male,19-25
2380,0,376,51,13,73,50,-20,2128,Female,26-40
2381,1,376,54,16,104,49,63,2073,Male,26-40
2382,2,376,44,16,95,45,46,2507,Female,0-18
2383,3,376,45,13,78,43,-5,2540,Male,0-18
2384,12,376,40,14,102,30,77,3259,Male,0-18
2385,13,376,41,14,115,29,120,3261,Female,26-40
2386,0,377,50,16,73,51,-16,2128,Female,0-18
2387,1,377,54,15,103,49,59,2073,Female,60+
2388,2,377,44,16,95,45,46,2507,Female,0-18
2389,3,377,45,13,78,43,-5,2540,Female,26-40
2390,12,377,40,14,102,30,77,3259,Male,19-25
2391,13,377,41,14,115,29,120,3261,Male,19-25
2392,0,378,50,16,73,51,-16,2128,Female,26-40
2393,1,378,54,16,102,49,57,2073,Male,60+
2394,2,378,44,16,95,45,46,2507,Female,0-18
2395,3,378,45,13,78,43,-5,2540,Male,19-25
2396,12,378,40,14,102,30,77,3259,Female,26-40
2397,13,378,41,14,115,29,120,3261,Male,26-40
2398,0,379,50,16,73,51,-16,2128,Male,60+
2399,1,379,54,18,100,49,55,2073,Female,19-25
2400,2,379,44,16,95,45,46,2507,Female,19-25
2401,3,379,45,13,78,43,-5,2540,Male,26-40
2402,12,379,40,14,101,30,74,3258,Male,26-40
2403,13,379,41,14,115,29,120,3261,Female,19-25
2404,0,380,50,16,73,51,-16,2128,Male,0-18
2405,1,380,54,18,100,49,55,2073,Male,26-40
2406,2,380,44,16,95,45,46,2507,Female,26-40
2407,3,380,45,13,78,43,-5,2540,Male,26-40
2408,12,380,40,14,101,30,74,3258,Male,41-60
2409,13,380,41,14,115,29,120,3261,Female,60+
2410,0,381,50,16,73,51,-16,2128,Male,60+
2411,1,381,53,24,97,49,55,2101,Male,19-25
2412,2,381,44,16,95,45,46,2507,Female,19-25
2413,3,381,45,13,78,43,-5,2540,Male,0-18
2414,12,381,40,14,101,30,74,3258,Female,19-25
2415,13,381,41,16,115,29,123,3261,Male,0-18
2416,0,382,44,14,72,54,-21,2217,Male,60+
2417,1,382,53,25,96,49,54,2101,Female,26-40
2418,2,382,44,16,95,45,46,2507,Male,60+
2419,3,382,45,13,78,43,-5,2540,Female,60+
